"Street","Suburb","State","Postcode","Charger Plug Type","Total Chargers","Charge Speed (kW)","Installation Date","Network Name","Charger Manufacturer","Plugshare Score","Latest Comments","URL","Name"
"43 Keen St","Lismore","NSW","2480","COMBO_TYPE2, CHADEMO","1","75","2022-12-27T17:42:21Z","Chargefox","Tritium","7","Quick charge  (Rating: 1), Sort it out Chargefox. Always seems to be broken when I go in a Saturday.  (Rating: -1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Charging but can't seem to check in on PlugShare. Should be finished at 12.30. Call if needed earlier 0421191106 (Rating: 0), Still not working. Very frustrating. (Rating: 1), Still not working (Rating: 0), Broken again (Rating: -1), Should be done by 3.15pm (Rating: 1), Working well  (Rating: 1),  (Rating: 1),  (Rating: 1), Quick charge, 45 minutes  (Rating: 1), Thanks Lismore City Council.  (Rating: 1), Working fine today. (Rating: 1), Out of order  (Rating: -1),  (Rating: 1), Should be done by 2.25pm  (Rating: 1),  (Rating: 1),  (Rating: 1), This charger works OK now (Rating: 1), Not working (Rating: -1), No power to the charging system. Completely disconnected/broken by the looks of things.  (Rating: -1), Charger out of order
 (Rating: -1),  (Rating: 1), Just walking off to grab some coffee, shoot me a message if you need to charge :) (Rating: 1), Had dinner and topped up. The Kona rocks! (Rating: 1),  (Rating: 1), Be here for about 40 minutes  (Rating: 1), Black Tesla at 100% sitting on the charger  (Rating: -1), Charge will finish about 7.10. Not returning to car til 9.20. Others are welcome to use charger once our charge is done. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Quick charge with good breakfast options nearby. (Rating: 0), Back around 8am (Rating: 1),  (Rating: 1), Leigh BYD ‘til 10am (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Leaving at 1.00 pm. (Rating: 1),  (Rating: 1),  (Rating: 1), 
 (Rating: 1),  (Rating: 1), 1 hour (Rating: 1)","https://www.plugshare.com/location/338573","Clyde Campbell Car Park"
"1 Little Walker St","Casino","NSW","2470","CHADEMO, COMBO_TYPE2, CHADEMO, COMBO_TYPE2","2","50, 50","2022-06-09T21:39:16Z, 2022-09-15T10:09:34Z","NRMA","Tritium, Tritium","10","Good free charging, had to wait 30 minutes for the last person to finish though. We will be grabbing a coffee but will be back before long. (Rating: 1),  (Rating: 1), No worries  (Rating: 1), Here till ~1pm (Rating: 1),  (Rating: 1),  (Rating: 1), Thank you NRMA! (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), 5 minutes to get me home  (Rating: 1), Be back when 80% charged  (Rating: 0),  (Rating: 1), thanks NRMA! (Rating: 1), Other charger occupied by BYD on 50% and not checked in. Thank you NRMA (Rating: 1),  (Rating: 1), Be apx 45mins (8am) other charger free (Rating: 1),  (Rating: 1), Toilets nearby were closed on Saturday. (Rating: 0),  (Rating: 1),  (Rating: 1), Finish approx 9:20am (Rating: 1),  (Rating: 1),  (Rating: 1), Topping up other charger available. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), This town has a funny name called Casino! (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Will be done by 2.30. Thanks NRMA! (Rating: 1), Awesome little charger (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Seems to be all good. Message me if you need to use this station (Rating: 1), All good, here till 4:15 pm
The other charger is vacant  (Rating: 1), Good charger, no dramas. Free at the moment but will be pay for charge in the future. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Should be approx 45min. (Rating: 1),  (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/406344","Little Walker St Parking"
"424 Moonabung Rd","Vacy","NSW","2421","TESLA_S, TESLA_S","2","22, 22","2019-01-28T22:21:00Z, 2019-01-28T22:21:15Z","Tesla Destination","Tesla, Tesla","","Lovely property fully functional TESLA chargers. Worth staying the night the views and hosts are fantastic. (Rating: 1)","https://www.plugshare.com/location/179209","Cabins in the Clouds"
"49 Wrens Ln","Wyberba","QLD","4382","TESLA_S, TESLA_S","2","22, 22","2017-07-17T22:30:16Z, 2017-07-17T22:30:41Z","Tesla Destination","Tesla, Tesla","","Make sure you tell the staff when you book accommodation that you want use the charger. Otherwise it may not be turned on when you get here.  (Rating: 1),  (Rating: 1),  (Rating: 1), 54k/hr Accomadation and picnic but NO dining or toilets  (Rating: 1)","https://www.plugshare.com/location/122933","Girraween Environmental Lodge"
"9 Eucumbene Dr","Ravenhall","VIC","3023","CHADEMO, COMBO","1","","2019-06-06T08:46:17Z","","","","Visited this morning. Blocked by a dealership Leaf (not on charge) plus a swag of ICE cars. Don’t factor this charger into your road trip.  (Rating: -1), Requires use of Chargefox app, but this charger isn’t listed in app.  (Rating: -1)","https://www.plugshare.com/location/193233","Western Nissan Caroline Springs"
"20-21 Broke Rd","Pokolbin","NSW","2320","CHADEMO, COMBO, COMBO, CHADEMO","2","50, 50","2018-09-03T05:20:47Z, 2018-09-03T05:20:47Z","NRMA","Tritium, Tritium","10"," (Rating: 1),  (Rating: 1), Done. Stopped at 95%  (Rating: 1), Charging now. 
Will be another 35 mins so approx 3.10pm (Rating: 0), Waiting for the only working charger.  (Rating: 0), I rang NRMA to report that the left unit.is not working. NRMA tried resetting but didn't work. (Rating: 0),  (Rating: 1), Charging now, done at 12:30
Left unit still in error (Rating: 1),  (Rating: 1), Still waiting behind blue model Y ""Ashton""
Left hand charger not working (Rating: 0), Waiting (Rating: 0),  (Rating: 1),  (Rating: 1),  (Rating: 1), Here for 1 hour (Rating: 1),  (Rating: 1), Both units are not currently working - NRMA contacted (manual rest completed, but still no luck)!  (Rating: 0), 8am completion  (Rating: 0),  (Rating: 1),  (Rating: 1), Charging for 1 hour 11:30am start  (Rating: 0), Here for 1 hour  (Rating: 1),  (Rating: 1), Will be here until 3:15 (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Had issues with both chargers. Left didn't want to charge, right woulgive about 10kw before stopping.  (Rating: 0), Here until 5:30pm  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Hi all, we’re currently experiencing issues with the charger on the left hand side (when facing the chargers) at this location. A case has been logged with our supplier to dispatch a technician and we’ll post an update as soon as the charger is up and running again. Remember to check the status of nearby chargers when planning your route, along with government traffic updates. Please note the charger on the right (when facing the chargers) should still be operational. (Rating: 0), Right charger was having issues (Rating: 1),  (Rating: 1), Stopped at 80%. Didn’t realise you had to press the 80/Max button. Thank you NRMA.  (Rating: 1),  (Rating: 1), Estimate 40 min.  (Rating: 1), Getting 42kW at 55% SoC on the “left charger” - the northern station (Rating: 1), Just plugged in. Will be about 40 mins  (Rating: 0), 2nd “in line” after the NRMA Atto 3 (Rating: 0), Left hand charger - tried hard reset three times on phone to NRMA. Still not working. Right hand side working on another vehicle. Will wait for that one.  (Rating: 0), Left charger when facing the charger does not work. Multiple errors and still down  (Rating: -1),  (Rating: 1), One of them not working (Rating: -1), Left hand charger not working, right hand working.  (Rating: 1), One gets fixed then the same day the other one goes down, gotta love that tritium reliability.... (Rating: -1),  (Rating: 1), First experience Charing away from home. Left unit faulty today, one on right was pretty quick. Surprised that it stopped at 70% plugged in 2nd time and was at 80 5 minutes later.  (Rating: 1), Charging on the left charger looking away from the charger, the charger on the right would not charge!! (Rating: 1)","https://www.plugshare.com/location/164949","Hunter Valley Gardens Car Park"
"28 Ridgway","Mirboo North","VIC","3871","COMBO_TYPE2, CHADEMO","2","","2023-07-10T23:17:32Z, 2023-07-10T23:17:32Z","","","","","https://www.plugshare.com/location/539855","Baromi Park carpark (Coming Soon)"
"79 Main St","Bruthen","VIC","3885","CHADEMO, COMBO_TYPE2","1","","2023-08-11T15:53:30Z","","","","","https://www.plugshare.com/location/548567","Burthen information Centre (Coming Soon)"
"130 Walhalla Rd","Walhalla","VIC","3825","TYPE_2, J1772","2","","2019-08-25T04:41:31Z, 2019-08-25T04:41:31Z","EVUp","EVolution, EVolution","9"," (Rating: 1),  (Rating: 1), Topping up. Very friendly staff.  (Rating: 1), Fantastic place to visit and lively hosts (Rating: 1), Really friendly service! (Rating: 1), Type 2 @ 5.5kW. Nice! (Rating: 1), Great place for a road trip.  Pub lunch,  gold mine tour,  scenic train ride all in an historic town, all with a cheeky top up happening in the background. 
The hotel staff park in front of the charger,  call them to move their car.  (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/204350","Walhalla's Star Hotel"
"null null","Upper Karuah River","NSW","2415","TESLA_S","1","","2022-12-16T07:24:51Z","","",""," (Rating: 1)","https://www.plugshare.com/location/478411","Alex"
"4 The Crescent","Lancefield","VIC","3435","CHADEMO, COMBO_TYPE2","2","50, 50.116","2023-08-22T17:58:25Z, 2023-08-22T17:58:25Z","Evie Networks","","9","30 minutes  (Rating: 1), good spot easy access. need evie app or rfid card. I had original card which did not work not certain why
Don't select Statoon in this app unless you want to select one of the options blank is not one of them hence i have i do not know (Rating: 1), Nearly done. Having lunch at milk Bar. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Conveniently it’s a drive through charger and I had a trailer (Rating: 1), Having coffee at milk Bar over the road.
Another five minutes and I'll be done. (Rating: 1), Works fine good location. Higher speeds would be nicer.  (Rating: 1), Quick topup.. (Rating: 1), Great access, no gutters, could even use when towing (probably after hours only). Toilets beside charging point, fantastic bakery/cafe across road. Interesting town to explore (Rating: 1), First time charging today. Charger only came on line this morning. All good. 48KW.  -- checkin created before location officially marked open (Rating: 0), Looks like you just might be able to charge when towing. Yipeeeeeeee! -- checkin created before location officially marked open (Rating: 0), I had a look yesterday. Looks like the unit is yet to be connected. Look for an electrician on-site soon, hopefully!  -- checkin created before location officially marked open (Rating: 0), Still taped - will be a great charging spot once ready to go.  -- checkin created before location officially marked open (Rating: 0), Drove past today. Units look ready but were powered off and taped up. Suspect they will be online soon.  -- checkin created before location officially marked open (Rating: 0)","https://www.plugshare.com/location/538062","4 The Crescent Parking"
"403 Tarean Rd","Karuah","NSW","2324","COMBO_TYPE2, COMBO_TYPE2, COMBO_TYPE2, CHADEMO","2","350, 50","2020-06-30T18:22:09Z, 2020-06-30T18:22:39Z","Chargefox","Tritium, Tritium","10"," (Rating: 1), First time check in here.
350kwh buy only 236kwh max on charger A (Rating: 0), Maximum charge 41kw
Charger stopped at 80%, but I need 95%, had to unplug then replug it to start again. (Rating: 1), Only one charger working (Rating: 1),  (Rating: 1), Neither Ultrarapd chargers seem to be working. 50kW charger is working. (Rating: 1),  (Rating: 1),  (Rating: 1), Both working chargers are in use. Muddle 'ultra rapid' charger out if service (Rating: 1),  (Rating: 1), Both working chargers now in use. (Rating: 1), Using the 50kW bay, the 350kW one is free (Rating: 1),  (Rating: 1), Port B not working (Rating: 1), Great place to charge (Rating: 1), Good quick charge. Coffee at Daily Dose excellent! (Rating: 1),  (Rating: 1), Middle Fast Charger not working, max speed we got was 147lw (Rating: 1), Very good charger. Great coffee across the road at the small cafe. (Rating: 1),  (Rating: 1), Both high speed chargers broke. Chargefox rebooting. About 15 mins - 1100. Slow charger only goes to 80%. Grrrr (Rating: -1), Here for 1 hour at least. (Rating: 1), 2 free still (Rating: 1), 112.5 kW 😋 (Rating: 0),  (Rating: 1),  (Rating: 1),  (Rating: 1), Station 4505 port B had faulted had to plug in and out a couple of times to reset station now charging OK (Rating: 0),  (Rating: 1),  (Rating: 1), All chargers working.Will finish at 2.30pm. (Rating: 0),  (Rating: 1), Worked perfectly! Screen is out but the app works without a hitch.  (Rating: 1), All good here be sone in 20 minutes.. (Rating: 0), 
 (Rating: 1), One rapid chargers not working.The other one is. (Rating: 1),  (Rating: 1),  Charging until 3.30pm (Rating: 1), Ultra fast failed on 3 attempts - “ failed communication” now charging on slower one.  (Rating: -1), Charging 20 mins.  (Rating: 0),  (Rating: 1),  (Rating: 1),  (Rating: 1), Starts and stops, start again. Station 4505 (Rating: 1),  (Rating: 1), Here another 20 (Rating: 1),  (Rating: 1), Not operating (Rating: -1),  (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/211898","BP Karuah"
"45 Bell St","Yarra Glen","VIC","3775","COMBO_TYPE2, CHADEMO","1","50","2022-11-15T17:17:19Z","Chargefox","Tritium","10"," (Rating: 1), Here until 11:30 (Rating: 1), Nice playground for the kids  (Rating: 0), Charging for 10 minutes.  (Rating: 1),  (Rating: 1), Took about 5 mins to warm up to speed  (Rating: 1),  (Rating: 1), Took a while to get up to speed but charged in the end at 46kw.  (Rating: 1), Charging to 80%. Around 7pm. (Rating: 0), Charge fox did suggest an error - but all works fine (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Message me if you need it urgently (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), We had a few problems with full charge starting but it eventually came good. The app advised that there were known issues that were being investigated. (Rating: 1),  (Rating: 1), Charging at the moment ""needtocharge"" info shown on dashboard  (Rating: 1),  (Rating: 1),  (Rating: 1), Charged sharing the plug with a Japanese import. Who was there first. Variable speeds from 5 to 15 kw while sharing. Then full 40 kw after they left.  (Rating: 1), Here for 1hr. (Rating: 1),  (Rating: 1), Just testing and have found no problems with the CHaDeMO charger (Rating: 1), Excellent - available, quick and straightforward. (Rating: 1), Not communicating. Unless you have the physical card no point going here  (Rating: -1), CCS charger faulty (Rating: -1),  (Rating: 1), Charging up during lunch nearby. Message us if you need Chademo urgently, we are happy to move. (Rating: 1), Never got over 28kw, took so long to charge (Rating: 0), Here for 30 mins (Rating: 1),  (Rating: 1),  (Rating: 1), Slowed right down at 90%, allowed fill beyond that tho. Fyi
Good little chargepoint. Beware the bakery in town. (Rating: 0),  (Rating: 1),  (Rating: 1), I’ll be about 45 mins (Rating: 1),  (Rating: 1),  (Rating: 1), Out of service (Rating: -1), Still unavailable ten days since it was put.. Tritium & chargefox need to get into gear... (Rating: -1), Out of service

Called chargefox and the rebooted. But it failed again (Rating: -1), Both charging ports offline 😞 (Rating: -1),  (Rating: 1)","https://www.plugshare.com/location/473256","Yarra Ranges Council"
"21 Seventh St","Murray Bridge","SA","5254","COMBO_TYPE2, CHADEMO, COMBO_TYPE2, CHADEMO","1","350","2020-07-29T01:01:37Z","Chargefox","Tritium","8.4","All good (Rating: 1), Charger worked first time with the RFID card.  (Rating: 1),  (Rating: 1), Station 3 RFID didn't work (Rating: -1), Charging time is my moment of Zen. It took 41 minutes, from 30% to 100%. Still, if it got anywhere near the 350 kW at any point of the charge, it’d be much quicker.  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), It's my first time charging. I have cancer and am a bit weak as a result. That plug was heavy and awkward.  (Rating: 1),  (Rating: 1),  (Rating: 1), Both chargers working Friday midday  (Rating: 1), Will be here 30 mins. 1 plug still available  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), 40 minutes or so.  (Rating: 1), BYD DC (Rating: 1), Yesterday 23 August around 1 pm neither charger was available either by app or RFID. I phoned Chargefox who told me they had problems with the app and RFID that they were working on. I went on to Tailem Bend and charged there.  (Rating: -1), Quick top up - very quick and easy to park.  (Rating: 1),  (Rating: 1), Left charger worked well. Plug in and click start in the app 😁. Right unit screen isn't working but they are aware (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Another P2 as well. (Rating: 1), Charging to 85%. Other is free, and all four council ones too (8:35pm)

Took 20min to ramp from 40 to 53kW (Rating: 1), Have to park illegally for the cable to reach the atto 3 charge port :-( (Rating: 1), Will be about an hour (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Port B 38kw. Port C & D screen blank (Rating: 1), Leigh charged at Port B successfully  (Rating: 1), Station 4518 works. You need to
Hold the plug in place until the charging has fully initiated (ie it’s charging) and then gently let go. 
Chargefox guys were very helpful  (Rating: 1),  (Rating: 1), Charged well looking forward to RAA charge fox station  (Rating: 1),  (Rating: 1), Couldn’t activate through app, had to call support and ask them to activate it remotely. (Rating: 1),  (Rating: -1),  (Rating: 1), One charger working, other has blank screen (Rating: 1), All not working, no lights.  (Rating: -1), Appa says Faulted, nothing working. (Rating: -1),  (Rating: 1), Working fine...
 (Rating: 1)","https://www.plugshare.com/location/246875","Murray Bridge Marketplace"
